Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Company Name,Company Type,Address,Main Parcel,Description,DBA
2012-1629,BD Roofing - Res - Replace,Approved ,,,5/24/2012,,,Plan,,,416 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227240180,,
2012-1549,BD Roofing - Res - Replace,Approved ,,,5/16/2012,,,Plan,,,523 SW 5 ST Hallandale Beach FL 33009,514228330380,,
2012-1824,BD Roofing - Res - Replace,Approved ,,,6/21/2012,,,Plan,,,103 SW 8 CT Hallandale Beach FL 33009,514227350040,,
2010-1612,BD Roofing - Res - Replace,Approved ,,,4/21/2010,,,Plan,,,819 NW 3 AVE Hallandale Beach FL 33009,514221090220,,
2012-1269,BD Roofing - Res - Replace,Approved ,,,4/4/2012,,,Plan,,,1928 S OCEAN DR Unit: CAB A Hallandale Beach FL 33009,514226HB0230,,
2010-0984,BD Roofing - Res - Replace,Approved ,,,2/2/2010,,,Plan,,,614 NE 3 ST Hallandale Beach FL 33009,514227250020,,
2012-1121,BD Roofing - Res - Replace,Approved ,,,3/20/2012,,,Plan,,,415 SW 9 ST Hallandale Beach FL 33009,514228300130,,
2012-1003,BD Roofing - Res - Replace,Approved ,,,3/6/2012,,,Plan,,,1106 NE 8 ST Hallandale Beach FL 33009,514222370170,,
2012-1501,BD Roofing - Res - Replace,Approved ,,,5/9/2012,,,Plan,,,112 SE 9 ST Hallandale Beach FL 33009,514227140090,,
2010-1780,BD Roofing - Res - Replace,Approved ,,,5/12/2010,,,Plan,,,1124 NE 8 ST Hallandale Beach FL 33009,514222370200,,
2010-0046,BD Roofing - Res - Replace,Approved ,,,10/9/2009,,,Plan,,,414 SW 3 ST Hallandale Beach FL 33009,514228060050,,
2009-1016,BD Roofing - Com - Replace,Approved ,,,3/26/2009,,,Plan,,,701 E HALLANDALE BEACH BLVD Unit: A Hallandale Beach FL 33009,514227200020,,
2006-1788,BD Roofing - Res - Replace,Approved ,,,4/27/2006,,,Plan,,,400 SW 8 ST Hallandale Beach FL 33009,514228270091,,
